70f495461k	anteayer	the day before yesterday	reference	topic:time	Adverbs page facet-coverage audit.		
yk8mablp0c	anoche	last night	reference	topic:time	Adverbs page facet-coverage audit.		
v2bifwqn7l	esta noche	tonight	supporting	topic:time	Adverbs page facet-coverage audit.		
qeasfm79hz	ayer por la mañana	yesterday morning	reference	topic:time	Adverbs page facet-coverage audit.		
gid93lnngw	mañana por la mañana	tomorrow morning	reference	topic:time	Adverbs page facet-coverage audit.		
sk2u1fvotp	ayer por la tarde	yesterday afternoon	reference	topic:time	Adverbs page facet-coverage audit.		
53m0zvo429	mañana por la tarde	tomorrow afternoon	reference	topic:time	Adverbs page facet-coverage audit.		
ze0uol6k43	mañana por la noche	tomorrow night	reference	topic:time	Adverbs page facet-coverage audit.		
2b50xdv2ra	todavía	still	reference	topic:time	Adverbs page facet-coverage audit.		
bluzvvve73	todavía no	not yet	reference	topic:time	Adverbs page facet-coverage audit.		
ba183xdbf1	aún	still	reference	topic:time	Adverbs page facet-coverage audit.		
p5528lcbf2	aún no	not yet	reference	topic:time	Adverbs page facet-coverage audit.		
8rgf1v3z6t	ya	already	supporting	topic:time	Adverbs page facet-coverage audit.		
kcwee5uzri	de antemano	beforehand	reference	topic:time	Adverbs page facet-coverage audit.		
v2n44iz4vk	una vez	once	reference	grammar:frequency-adverb	Adverbs page facet-coverage audit.		
ecnxsk18jb	dos veces	twice	reference	grammar:frequency-adverb	Adverbs page facet-coverage audit.		
k2awm82sbn	tres veces	three times	reference	grammar:frequency-adverb	Adverbs page facet-coverage audit.		
sdju2vvodp	unas cuantas veces	a few times	reference	grammar:frequency-adverb	Adverbs page facet-coverage audit.		
4xvfonkewz	otra vez	again	supporting	grammar:frequency-adverb	Adverbs page facet-coverage audit.		
9kggcuh0hp	de nuevo	again	reference	grammar:frequency-adverb	Adverbs page facet-coverage audit.		
0c32ojw5vj	de vuelta	back	supporting	topic:location	Adverbs page facet-coverage audit.		
t18qtn5yuv	hacia adelante	forward	reference	topic:location	Adverbs page facet-coverage audit.		
na9c6zc7g3	hacia adelante	forwards	reference	topic:location	Adverbs page facet-coverage audit.		
zkp7daj58t	quizá	maybe	supporting	adv:possibility	Adverbs page facet-coverage audit.		
b6sllrim7m	quizá	perhaps	reference	adv:possibility	Adverbs page facet-coverage audit.		
x788022mpy	quizá	possibly	reference	adv:possibility	Adverbs page facet-coverage audit.		
0jle9bry8q	de pronto	maybe	reference	adv:possibility	Adverbs page facet-coverage audit.		
0pj00hx6vk	sea como sea	anyway	reference	adv:possibility	Adverbs page facet-coverage audit.		
fe9o47t8x2	al parecer	apparently	reference	adv:possibility	Adverbs page facet-coverage audit.		
lslyoa2sdp	casi	almost	supporting	adv:degree	Adverbs page facet-coverage audit.		
fxu8bkwlng	casi	nearly	reference	adv:degree	Adverbs page facet-coverage audit.		
mklavcovyq	por poco	almost	reference	adv:degree	Adverbs page facet-coverage audit.		
bhlxjf47nf	apenas	barely/hardly	reference	adv:degree	Adverbs page facet-coverage audit.		
vvjft5svqr	medio [adjetivo]	somewhat [adjective]	reference	adv:degree	Adverbs page facet-coverage audit.		
5i08zx64uf	igual de [adjetivo]	just as [adjective]	reference	adv:degree	Adverbs page facet-coverage audit.		
ifdijt1kj7	ser poco [adjetivo]	to be not very [adjective]	reference	adv:degree	Adverbs page facet-coverage audit.		
nkxypzw7lg	soler [hacer algo]	to usually [do something]	supporting	adv:habitual	Adverbs page facet-coverage audit.		
hodn6daubj	soler [hacer algo]	to often [do something]	reference	adv:habitual	Adverbs page facet-coverage audit.		
xhm0xh7x5i	no soler [hacer algo]	not to usually [do something]	reference	adv:habitual	Adverbs page facet-coverage audit.		
gjot4oxazn	también	also	supporting	grammar:addition	Adverbs page facet-coverage audit.		
avsnfusolj	tampoco	either	supporting	grammar:addition	Adverbs page facet-coverage audit.		
ugaflsdk03	con gusto	gladly	reference	grammar:manner	Adverbs page facet-coverage audit.		
8qkzde6rm4	con esfuerzo	hard	reference	grammar:manner	Adverbs page facet-coverage audit.		
