0iqu22mwnf	puesto que [algo sucede]	since [something happens]	reference	grammar:reason	Connectors page facet-coverage audit.		
dbgr3k3yq5	debido a que [algo sucede]	since [something happens]	reference	grammar:reason	Connectors page facet-coverage audit.		
gxnygskyt7	debido a que [algo sucede]	because [something happens]	reference	grammar:reason	Connectors page facet-coverage audit.		
soeo5exlsi	dado que [algo sucede]	given that [something happens]	reference	grammar:reason	Connectors page facet-coverage audit.		
4ufi7f1zmi	a pesar de [algo]	despite [something]	reference	grammar:concession	Connectors page facet-coverage audit.		
01gzy2c71x	a pesar de [algo]	in spite of [something]	reference	grammar:concession	Connectors page facet-coverage audit.		
bwknkus97g	a pesar de que [ocurrió algo]	even though [something happened]	supporting	grammar:concession	Connectors page facet-coverage audit.		
599q8uglac	a pesar de que [ocurrió algo]	despite the fact that [something happened]	reference	grammar:concession	Connectors page facet-coverage audit.		
v2kt4g9974	aunque no lo creas	believe it or not	reference	grammar:concession	Connectors page facet-coverage audit.		
z9teu2b4u2	después de que [ocurrió algo]	after [something happened]	reference	topic:time-connector	Connectors page facet-coverage audit.		
nzyjo4u77f	antes de que [ocurrió algo]	before [something happened]	reference	topic:time-connector	Connectors page facet-coverage audit.		
nlhs6bn2mk	ahora que [ocurrió algo]	now that [something happened]	reference	topic:time-connector	Connectors page facet-coverage audit.		
t114homehd	siempre que [ocurre algo]	whenever [something happens]	reference	topic:time-connector	Connectors page facet-coverage audit.		
ub2iy1fuxk	mientras tanto	meanwhile	reference	topic:time-connector	Connectors page facet-coverage audit.		
uy518ih9t7	es decir	that is	reference	grammar:discourse	Connectors page facet-coverage audit.		
6mwi5bt3ax	es decir	in other words	reference	grammar:discourse	Connectors page facet-coverage audit.		
seq1qsjokh	de hecho	in fact	reference	grammar:discourse	Connectors page facet-coverage audit.		
1x6wkh4a4p	dicho esto	that said	reference	grammar:discourse	Connectors page facet-coverage audit.		
2kr0ohl0n5	dicho de otra manera	put another way	reference	grammar:discourse	Connectors page facet-coverage audit.		
h9qi6jkdmp	por así decirlo	so to speak	reference	grammar:discourse	Connectors page facet-coverage audit.		
gaw97ecxke	por cierto	by the way	reference	grammar:discourse	Connectors page facet-coverage audit.		
xymr8kc90t	ante todo	above all	reference	grammar:discourse	Connectors page facet-coverage audit.		
iwv1m9ssf3	en todo caso	in any case	reference	grammar:discourse	Connectors page facet-coverage audit.		
3yi3czgqne	por lo tanto	therefore	reference	grammar:discourse	Connectors page facet-coverage audit.		
rakstubyz7	entonces	then	reference	grammar:sequence	Connectors page facet-coverage audit.		
me1ci2uana	pues	then	reference	grammar:sequence	Connectors page facet-coverage audit.		
p28kckplqm	con tal de que [ocurra algo]	provided that [something happens]	reference	grammar:conditional	Connectors page facet-coverage audit.		
0lold5fh3d	siempre que [ocurra algo]	as long as [something happens]	reference	grammar:conditional	Connectors page facet-coverage audit.		
bcqd9ellcw	siempre y cuando [ocurra algo]	as long as [something happens]	reference	grammar:conditional	Connectors page facet-coverage audit.		
