faqcrnung3	coger [algo]	to take [something]	reference	audit:reviewed	Audit: fine as-is.
r0b8fwymx2	coger [algo]	to catch [something]	reference	audit:reviewed	Audit: fine as-is.
ht05bqf0zg	coger [algo]	to pick up [something]	reference	audit:reviewed	Audit: fine as-is.
ly7bh5hzsw	coger [algo]	to grab [something]	reference	audit:reviewed	Audit: fine as-is.
zrzt4f88zv	coger [un transporte]	to take [transportation]	reference	audit:reviewed	Audit: fine as-is.
zkrc7g5j4s	coger [una enfermedad]	to catch [an illness]	reference	audit:reviewed	Audit: fine as-is.
zo1bmih61v	coger a [alguien]	to catch [somebody]	reference	audit:reviewed	Audit: fine as-is.
g976gj0kj7	recoger a [alguien]	to pick up [somebody]	reference	audit:reviewed	Audit: fine as-is.
0yy3snthgr	recoger [algo]	to pick up [something]	reference	audit:reviewed	Audit: fine as-is.
jamzrjyu53	recoger [algo]	to collect [something]	reference	audit:reviewed	Audit: fine as-is.
2lv3x5lyra	recoger [algo]	to gather [something]	reference	audit:reviewed	Audit: fine as-is.
06myksilk1	recoger [algo]	to tidy up [something]	reference	audit:reviewed	Audit: fine as-is.
5etoq8ytib	recoger [algo]	to retrieve [something]	reference	audit:reviewed	Audit: fine as-is.
h5hnajl1et	recoger [algo]	to harvest [something]	reference	audit:reviewed	Audit: fine as-is.
g8xlqd0im0	recoger [algo]	to take in [something]	reference	audit:reviewed	Audit: fine as-is.
4ke2yrlcfd	recoger [algo]	to fold [something]	reference	audit:reviewed	Audit: fine as-is.
xvopup6s8x	coincidir	to agree	reference	audit:reviewed	Audit: fine as-is.
8sroghkesj	comenzar [algo]	to start [something]	reference	audit:reviewed	Audit: fine as-is.
blyn87wx6n	comer [algo]	to eat [something]	core	audit:reviewed	Audit: fine as-is.
39jd5tl1td	comer [algo] todo	to eat [something] up	reference	audit:reviewed	Audit: fine as-is.
exl1pngeii	comer fuera	to eat out	supporting	audit:reviewed	Audit: fine as-is.
dtnqrb3lqk	comer en casa	to eat in	reference	audit:reviewed	Audit: fine as-is.
scx4soq3es	desgastar [algo] poco a poco	to eat away at [something]	reference	audit:reviewed	Audit: fine as-is.
ci5pguw7c2	reducir [algo] gradualmente	to eat into [something]	reference	audit:reviewed	Audit: fine as-is.
muiwdna9jq	consumir [algo] por completo	to eat through [something]	reference	audit:reviewed	Audit: fine as-is.
1nhgx0mth4	comer medio [algo]	to eat half [something]	reference	audit:reviewed	Audit: fine as-is.
y4njcsmrzn	comprar [algo]	to buy [something]	core	audit:reviewed	Audit: fine as-is.
7xz1ir7spt	comprar [una idea]	to buy into [an idea]	reference	audit:reviewed	Audit: fine as-is.
itje57f5s3	comunicarse con [alguien]	to reach [somebody]	reference	audit:reviewed	Audit: fine as-is.
lu5wncr0kf	conocer a [alguien]	to know [somebody]	core	audit:reviewed	Audit: fine as-is.
lmbu8msbkt	conocer a [alguien] por primera vez	to meet [somebody]	core	audit:reviewed	Audit: fine as-is.
uh84kdr8vi	conocer [un lugar]	to know [a place]	supporting	audit:reviewed	Audit: fine as-is.
2y3nvlpqwe	conocer [un lugar] por primera vez	to visit [a place] for the first time	reference	audit:reviewed	Audit: fine as-is.
bb7fukdi26	conocer [un tema o sistema]	to be familiar with [a topic or system]	reference	audit:reviewed	Audit: fine as-is.
ty4a0kmfe9	conocer de vista a [alguien]	to know [somebody] by sight	reference	audit:reviewed	Audit: fine as-is.
rnbbuspsv7	conseguir [algo]	to get [something]	core	audit:reviewed	Audit: fine as-is.
5hh1gjpr7c	conseguir [algo]	to obtain [something]	reference	audit:reviewed	Audit: fine as-is.
85utp3uzux	conseguir [algo]	to secure [something]	reference	audit:reviewed	Audit: fine as-is.
sv4xcj3c16	conseguir [algo] para [alguien]	to get [something] for [somebody]	reference	audit:reviewed	Audit: fine as-is.
f2jyvf37n7	conseguir trabajo	to get a job	reference	audit:reviewed	Audit: fine as-is.
rtc3heix8c	conseguir apoyo	to win support	reference	audit:reviewed	Audit: fine as-is.
ylgvepe6wi	conseguir [algo]	to get hold of [something]	reference	audit:reviewed	Audit: fine as-is.
yztwsyb4p5	conseguir [algo difícil de encontrar]	to get one's hands on [something]	reference	audit:reviewed	Audit: fine as-is.
4z5hy6veqe	construir [algo]	to build [something]	supporting	audit:reviewed	Audit: fine as-is.
