oedeaeps1f	muchos [sustantivos contables]	many [countable nouns]	reference	audit:reviewed	Audit: fine as-is.		
s66xi2kamk	todo el [sustantivo]	the whole [noun]	supporting	audit:reviewed	Audit: fine as-is.		
6gvvc02efk	todos los [sustantivos]	all the [nouns]	core	audit:reviewed	Audit: fine as-is.		
uckj1ufyln	toda la [sustantivo]	the whole [noun]	supporting	audit:reviewed	Audit: fine as-is.		
p3iz88j7nj	otro [sustantivo]	another [noun]	supporting	audit:reviewed	Audit: fine as-is.		
xezd02vf8p	todas las [sustantivos]	all the [nouns]	core	audit:reviewed	Audit: fine as-is.		
1gq5hjnrzn	alguna [sustantivo]	some [noun]	supporting	audit:reviewed	Audit: fine as-is.		
ghg76g1yom	ningún [sustantivo]	no [noun]	supporting	audit:reviewed	Audit: fine as-is.		
7h9okypmsz	ninguna [sustantivo]	no [noun]	supporting	audit:reviewed	Audit: fine as-is.		
ub1kh284v7	cualquier [sustantivo]	any [noun]	supporting	audit:reviewed	Audit: fine as-is.		
vxj2gr7yq4	varios [sustantivos]	several [nouns]	supporting	audit:reviewed	Audit: fine as-is.		
mvlw7xj529	varias [sustantivos]	several [nouns]	supporting	audit:reviewed	Audit: fine as-is.		
qiwiv70kp0	poco [sustantivo]	little [noun]	supporting	audit:reviewed	Audit: fine as-is.		
r8a9hjmm5s	poca [sustantivo]	little [noun]	supporting	audit:reviewed	Audit: fine as-is.		
m7x949wtjj	más [sustantivo]	more [noun]	supporting	audit:reviewed	Audit: fine as-is.		
r69jxo0xvx	medio [sustantivo]	half a [noun]	reference	audit:reviewed	Audit: fine as-is.		
hyu6yabjhb	media [sustantivo]	half a [noun]	reference	audit:reviewed	Audit: fine as-is.		
a1t487o734	bastante [sustantivo]	quite a lot of [noun]	reference	audit:reviewed	Audit: fine as-is.		
90mjlwoa2d	bastantes [sustantivos]	quite a few [nouns]	reference	audit:reviewed	Audit: fine as-is.		
1qowmulcro	tal [sustantivo]	such a [noun]	reference	audit:reviewed	Audit: fine as-is.		
15d55fv1cp	tales [sustantivos]	such [nouns]	reference	audit:reviewed	Audit: fine as-is.		
ob5wvw1ip2	algunos [sustantivos]	some [nouns]	supporting	audit:reviewed	Audit: fine as-is.		
6hfsgz778t	algunas [sustantivos]	some [nouns]	supporting	audit:reviewed	Audit: fine as-is.		
852d6mdyn0	cada [sustantivo]	every [noun]	supporting	audit:reviewed	Audit: fine as-is.		
c0euhmhow4	muchos	many	supporting	audit:reviewed	Audit: fine as-is.		
uhdk1y3gg9	ambas	both	supporting	audit:reviewed	Audit: fine as-is.		
nn35sz7ahx	muchas	many	supporting	audit:reviewed	Audit: fine as-is.		
5mn6ve08qg	pocos	few	supporting	audit:reviewed	Audit: fine as-is.		
s3q2fpxgh3	pocas	few	supporting	audit:reviewed	Audit: fine as-is.		
93l4fxk5nx	otros	other	supporting	audit:reviewed	Audit: fine as-is.		
gufodrirhg	otras	other	supporting	audit:reviewed	Audit: fine as-is.		
dcbjy0grcq	alcanzar	to be enough	reference	audit:reviewed	Audit: fine as-is.		
wha5r4jqwd	cierto [sustantivo]	a certain [noun]	reference	audit:reviewed	Audit: fine as-is.		
gw00aci88b	bastar con [algo]	all it takes is [something]	reference	audit:reviewed	Audit: fine as-is.		
01slode9o8	mucho [sustantivo]	plenty of [noun]	reference	audit:reviewed	Audit: fine as-is.		
2yywyl5i44	más de [una cantidad]	more than [an amount]	reference	audit:reviewed	Audit: fine as-is.		
8g59ojfuw4	todos menos [alguien]	everyone except [somebody]	reference	audit:reviewed	Audit: fine as-is.		
szn7fm8wsx	[hacer algo] mucho	to [do something] a lot	reference	audit:reviewed	Audit: fine as-is.		
31la252ocl	siquiera [una cantidad]	at least [an amount]	reference	audit:reviewed	Audit: fine as-is.		
bmq7xav16w	cualquiera de los dos	either	reference	audit:reviewed	Audit tag fix: stray en:both tag removed separately (copy-tagging error — this row's gloss is either/neither, not both).		
9ovqf1h1bo	ninguno de los dos	neither	reference	audit:reviewed	Audit tag fix: stray en:both tag removed separately (copy-tagging error — this row's gloss is either/neither, not both).		
sc7ha1u7ec	los dos	both	reference	audit:reviewed	Audit: fine as-is.		
