v8tjp3s2k0	apuntar hacia [algo]	to point toward [something]	reference	audit:reviewed	Audit: fine as-is.
cpirdm8nas	apuntar a [algo]	to aim at [something]	reference	audit:reviewed	Audit: fine as-is.
5wn1kdo8om	apuntar [algo]	to write down [something]	reference	audit:reviewed	Audit: fine as-is.
hg0fms84jb	apuntar a [algo]	to point to [something]	reference	audit:reviewed	Audit: fine as-is.
p7tqiahqw5	apuntarse a [algo]	to sign up for [something]	reference	audit:reviewed	Audit: fine as-is.
olvheflsx5	apuntarse	to join in	reference	audit:reviewed	Audit: fine as-is.
7g9t44368j	apuntar a [hacer algo]	to aim to [do something]	reference	audit:reviewed	Audit: fine as-is.
tbicbtr0u6	apuntar [algo]	to record [something]	reference	audit:reviewed	Audit: fine as-is.
iw04703udx	arreglar [algo]	to fix [something]	reference	audit:reviewed	Audit: fine as-is.
q9zbgkk8yk	arreglar [algo]	to arrange [something]	reference	audit:reviewed	Audit: fine as-is.
hx40f5mh59	arreglar [algo]	to tidy [something]	reference	audit:reviewed	Audit: fine as-is.
nk3mx4ovzj	arreglarse	to get ready	reference	audit:reviewed	Audit: fine as-is.
7p36ly7jyy	arreglar [algo]	to sort out [something]	reference	audit:reviewed	Audit: fine as-is.
gwnpt7pmq9	asegurarse de que [algo]	to make sure [something]	reference	audit:reviewed	Audit: fine as-is.
56hciu6j5h	asegurar [algo]	to insure [something]	reference	audit:reviewed	Audit: fine as-is.
2wlkj6fsi0	averiguar [algo]	to find out [something]	reference	audit:reviewed	Audit: fine as-is.
8r4z6jowv4	averiguar si [algo]	to check whether [something]	reference	audit:reviewed	Audit: fine as-is.
bqsknok02n	averiguar [algo]	to investigate [something]	reference	audit:reviewed	Audit: fine as-is.
3azngvgkey	avisarle a [alguien]	to let [somebody] know	reference	audit:reviewed	Audit: fine as-is.
dt5zczywaz	avisarle a [alguien] de [algo]	to warn [somebody] about [something]	reference	audit:reviewed	Audit: fine as-is.
985gwu0ia6	avisarle a [alguien] que [algo]	to tell [somebody] that [something]	reference	audit:reviewed	Audit: fine as-is.
lulzol5k19	avisarle a [alguien]	to alert [somebody]	reference	audit:reviewed	Audit: fine as-is.
zg737wtrp2	ayudar a [alguien] con [algo]	to help [somebody] with [something]	supporting	audit:reviewed	Audit: fine as-is.
l9nbah9qj7	ayudar a [hacer algo]	to help [do something]	reference	audit:reviewed	Audit: fine as-is.
6zok4qn7s1	ayudarse de [algo]	to use [something] to help oneself	reference	audit:reviewed	Audit: fine as-is.
g1ya205lb7	bajar [algo]	to take down [something]	supporting	audit:reviewed	Audit: fine as-is.
1fuuisjsfo	bajar	to go down	supporting	audit:reviewed	Audit: fine as-is.
ciqmuidd85	bajar	to come down	reference	audit:reviewed	Audit: fine as-is.
nhvpol4yeg	bajar [algo]	to lower [something]	reference	audit:reviewed	Audit: fine as-is.
60j5r1u055	bajarse de [un transporte]	to get off [transportation]	reference	audit:reviewed	Audit: fine as-is.
ajw2q69mhg	bajar [un archivo]	to download [a file]	reference	audit:reviewed	Audit: fine as-is.
vrgb6w3s8v	bajar [un ajuste]	to turn down [a setting]	reference	audit:reviewed	Audit: fine as-is.
nzirmwwqz0	bajar	to fall	reference	audit:reviewed	Audit: fine as-is.
v6f48guuvb	bajar de peso	to lose weight	reference	audit:reviewed	Audit: fine as-is.
ghaurw9ils	beber [algo]	to drink [something]	supporting	audit:reviewed	Audit: fine as-is.
7hhmppjsyi	beber [algo]	to have [a beverage]	reference	audit:reviewed	Audit: fine as-is.
n9z42gcs3h	beber [algo] todo	to drink [something] up	reference	audit:reviewed	Audit: fine as-is.
y8vz5i8ugg	absorber [algo]	to drink in [something]	reference	audit:reviewed	Audit: fine as-is.
ixtmrjrh95	brindar por [alguien/algo]	to drink to [somebody/something]	reference	audit:reviewed	Audit: fine as-is.
vmxu8tislh	beber [algo] para olvidar	to drink away [something]	reference	audit:reviewed	Audit: fine as-is.
pj5xvxa76j	beber de [un recipiente]	to drink out of [a container]	reference	audit:reviewed	Audit: fine as-is.
foeoch6ql5	brindar [algo]	to offer [something]	reference	audit:reviewed	Audit: fine as-is.
