qj21s7e75n	pasado de smell	smelt	reference	sound:felt-dealt-knelt|sound:past-irregular-felt-dealt-knelt	renaming to the existing family name
i7s2dwmv0x	participio de smell	smelt	reference	sound:felt-dealt-knelt|sound:past-participle-irregular-felt-dealt-knelt	renaming to the existing family name
c7xhfvg2lc	pasado de spell	spelt	reference	sound:felt-dealt-knelt|sound:past-irregular-felt-dealt-knelt	renaming to the existing family name
308tmfvnvk	participio de spell	spelt	reference	sound:felt-dealt-knelt|sound:past-participle-irregular-felt-dealt-knelt	renaming to the existing family name
e4rrbwczr7	pasado de shine	shone	reference	sound:known-grown-thrown|sound:past-irregular-known-grown-thrown	renaming to the existing family name
e363thvvnn	participio de shine	shone	reference	sound:known-grown-thrown|sound:past-participle-irregular-known-grown-thrown	renaming to the existing family name
yv0rgqk0rr	participio de plead	pled	reference	sound:fed-bled-led|sound:past-participle-irregular-fed-bled-led	renaming to the existing family name
5tgfasmkqp	pasado de plead	pled	reference	sound:fed-bled-led|sound:past-irregular-fed-bled-led	renaming to the existing family name
59yagpqbix	pasado de read	read	supporting	sound:fed-bled-led|sound:past-irregular-fed-bled-led	renaming to the existing family name
ror87had0q	participio de read	read	supporting	sound:fed-bled-led|sound:past-participle-irregular-fed-bled-led	renaming to the existing family name
cij7k51kqk	pasado de say	said	supporting	sound:fed-bled-led|sound:past-irregular-fed-bled-led	renaming to the existing family name
12lrm1b61l	participio de say	said	supporting	sound:fed-bled-led|sound:past-participle-irregular-fed-bled-led	renaming to the existing family name
oiferzi4zi	pasado de run	ran	supporting	sound:began-rang-sang|sound:past-irregular-began-rang-sang	renaming to the existing family name
os9brbkhnw	pasado de swim	swam	supporting	sound:began-rang-sang|sound:past-irregular-began-rang-sang	renaming to the existing family name
i8igjuqcsw	pasado de weep	wept	reference	sound:kept-slept-swept|sound:past-irregular-kept-slept-swept	renaming to the existing family name
yruzhn6l6s	participio de weep	wept	reference	sound:kept-slept-swept|sound:past-participle-irregular-kept-slept-swept	renaming to the existing family name
