pwdq4vnqib	dentro de [un límite]	within [a limit]	reference	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
em6f63veig	al lado de [algo]	beside [something]	supporting	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
95yrl4jxn3	hacia [algo]	toward [something]	supporting	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
l5hk1zrmge	hacia [algo]	towards [something]	reference	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
aixmzqjpam	debajo de	below	reference	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
z9x61srsag	debajo de	under	reference	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
w3ipgpiocx	debajo de [algo]	below [something]	reference	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
9qwvwwgrlt	encima de	above	reference	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
7c8rxvmsnl	entre dos cosas o personas	between	reference	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
oz59uwz6bx	a lo largo de [algo]	along [something]	reference	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
ik8hj882al	entre [dos cosas]	between [two things]	reference	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
gcuz359xog	entre [varias cosas]	among [several things]	reference	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
asfplpbeje	más allá de [algo]	beyond [something]	reference	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
erxz8fgsnr	más abajo de	lower than	reference	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
2q9z2cbaaq	arriba de	above	reference	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
n3549z5wwm	desde [un lugar]	from a place	supporting	topic:location	Prepositions page facet-coverage audit: spatial-relationship preposition missing topic:location.		
8b641cek21	antes de	before	reference	topic:time	Prepositions page facet-coverage audit: time-relationship preposition missing topic:time.		
sl3h5gjiig	según [algo]	depending on [something]	reference	construction:map-segun-according-to	Prepositions page facet-coverage audit: same según-family preposition as its two siblings, just missing the shared construction tag.		
