v2n44iz4vk	una vez	once	reference	audit:reviewed	Audit: fixed placeholder example (it was just the headword repeated).	Solo lo hice una vez.	I only did it once.
ecnxsk18jb	dos veces	twice	reference	audit:reviewed	Audit: fixed placeholder example (it was just the headword repeated).	Lo llamé dos veces.	I called him twice.
k2awm82sbn	tres veces	three times	reference	audit:reviewed	Audit: fixed placeholder example (it was just the headword repeated).	Leyó el libro tres veces.	She read the book three times.
sdju2vvodp	unas cuantas veces	a few times	reference	audit:reviewed	Audit: fixed placeholder example (it was just the headword repeated).	Hemos hablado unas cuantas veces.	We've talked a few times.
4xvfonkewz	otra vez	again	supporting	audit:reviewed	Audit: fine as-is.
9kggcuh0hp	de nuevo	again	reference	audit:reviewed	Audit: fine as-is.
6ph12ct0c1	casi nunca	hardly ever	reference	audit:reviewed	Audit: fine as-is.
00axi6sqac	necesariamente	necessarily	reference	audit:reviewed	Audit: fine as-is.
7ro4xgurxb	innecesariamente	unnecessarily	reference	audit:reviewed	Audit: fine as-is.
klmbnws5k3	expresar [algo] de cierta manera	to put [something] a certain way	reference	audit:reviewed	Audit: fine as-is.
ugaflsdk03	con gusto	gladly	reference	audit:reviewed	Audit: fine as-is.
8o5i8xvu89	increíblemente	incredibly	reference	audit:reviewed	Audit: fine as-is.
53sjqt51sy	significativamente	significantly	reference	audit:reviewed	Audit: fine as-is.
vpfrylq7cf	supuestamente	supposedly	reference	audit:reviewed	Audit: fine as-is.
r8bvxs4y48	visualmente	visually	reference	audit:reviewed	Audit: fine as-is.
3c8uaa6qwh	así [ocurre algo]	that is how [something happens]	reference	audit:reviewed	Audit: fine as-is.
ltag03rg5k	¿cómo [hacer algo]?	how do you [do something]?	reference	audit:reviewed	Audit: fine as-is.
8qkzde6rm4	con esfuerzo	hard	reference	audit:reviewed	Audit: fine as-is.
u1f7kuozok	despacio	slowly	supporting	audit:reviewed	Audit: fine as-is.
r3d6k4jrrn	[hacer algo] bien	[to do something] well	core	audit:reviewed	Audit: fine as-is.
sk6v1ievgl	bastante [adjetivo]	quite [adjective]	reference	audit:reviewed	Audit: fine as-is.
pxhlmu008o	bien [adjetivo] (coloquial)	pretty/quite [adjective] (colloquial)	reference	audit:reviewed	Audit: fine as-is.
neo7bdruvy	muy [adjetivo]	very [adjective]	core	audit:reviewed	Audit: fine as-is.
ix24rna8om	demasiado [adjetivo]	too [adjective]	core	audit:reviewed	Audit: fine as-is.
57a72p21zi	no tan [adjetivo]	not that [adjective]	supporting	audit:reviewed	Audit: fine as-is.
