5r4vw18q4o	por sí mismo	by oneself	reference	audit:reviewed	Audit: fine as-is.
tgdih9ksry	por si [ocurre algo]	in case [something happens]	reference	audit:reviewed	Audit: fine as-is.
kg63snjtds	¿con qué [ocurre algo]?	what [does something happen] with?	reference	audit:reviewed	Audit: fine as-is.
xn3hhqqgv2	¿con quién [ocurre algo]?	who [does something happen] with?	reference	audit:reviewed	Audit: fine as-is.
rey5kzco3o	¿con quién [ocurre algo]?	to whom [does something happen]?	reference	audit:reviewed	Audit: fine as-is.
6827l0k1ob	desde luego	of course	reference	audit:reviewed	Audit: fine as-is.
yhh3l4act9	desde mi punto de vista	from my point of view	reference	audit:reviewed	Audit: fine as-is.
l0f7fdzag6	¿cuán [adjetivo]?	how [adjective]?	reference	audit:reviewed	Audit: fine as-is.
17mqfzfrq1	¿cuál es [algo]?	what is [something]?	reference	audit:reviewed	Audit: fine as-is.
qondlt4ahl	[alguien] estará [haciendo algo]	[somebody] will be [doing something]	reference	audit:reviewed	Audit: fine as-is.
nxcynwooyz	[alguien] estaría [haciendo algo]	[somebody] would be [doing something]	reference	audit:reviewed	Audit: fine as-is.
y4dvxsy81n	solo	on one's own	reference	audit:reviewed	Audit: fine as-is.
frpyv8its0	ojalá pudiera [hacer algo]	if only I could [do something]	reference	audit:reviewed	Audit: fine as-is.
5p9qv88nn3	bueno	good	supporting	audit:reviewed	Audit: fixed placeholder example (it was just the headword repeated).	Este restaurante es bueno.	This restaurant is good.
0drmuwks7f	incluso	even	reference	audit:reviewed	Audit: fine as-is.
5lw85u2wbp	hasta	even	reference	audit:reviewed	Audit: fine as-is.
lfmutd3xru	ni	not even	reference	audit:reviewed	Audit: fine as-is.
1vi4oe10ip	después	then	reference	audit:reviewed	Audit: fine as-is.
xypn65k1sg	no	no	core	audit:reviewed	Audit: fine as-is.
