2oiqu0kcxf	solía [hacer algo]	used to [do something]	supporting	pos:verb	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
v7psmvhjff	entre más [ocurre algo], más [ocurre otra cosa]	the more [something happens], the more [something else happens]	reference	pos:connector	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
5i08zx64uf	igual de [adjetivo]	just as [adjective]	reference	pos:adverb	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
2yywyl5i44	más de [una cantidad]	more than [an amount]	reference	pos:determiner	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
vvjft5svqr	medio [adjetivo]	somewhat [adjective]	reference	pos:adverb	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
efzsdnarz6	menos [sustantivo contable]	fewer [countable noun]	reference	pos:determiner	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
8g59ojfuw4	todos menos [alguien]	everyone except [somebody]	reference	pos:preposition	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
dhyt13en8w	no [hacer algo] ni [hacer otra cosa]	neither [to do something] nor [to do something else]	reference	pos:connector	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
i4tdzuamg4	ni [alguien] ni [alguien]	neither [somebody] nor [somebody]	reference	pos:connector	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
4sabms9mlz	¿nunca has [hecho algo]?	haven't you ever [done something]?	reference	pos:verb|topic:verb-pattern	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
vhmwfhqxmx	ojalá tuviera [algo]	I wish I had [something]	supporting	pos:verb	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
8oydioe8vl	ojalá hubiera [hecho algo]	I wish I had [done something]	reference	pos:verb	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
2xqn998l77	ojalá [alguien] cambiara [una conducta]	I wish [somebody] would change [a behavior]	reference	pos:verb	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
uoz9og2i44	un montón de [sustantivo]	a pile of [noun]	reference	pos:determiner	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
s06vm98ww1	gustarle los gatos a [alguien] (en general)	[somebody] likes cats	supporting	pos:verb	Topic-coverage audit: grammar: facet is a cross-cutting classifier already wired into existing pages (Pronouns/Determiners/Nouns/Phrasal Verbs/etc.) for 1629 of 1641 rows; these were the last 15 rows with a grammar: tag but no pos:/topic: home, so each got the pos: tag matching its actual word class.		
