f0rd6stx7x	[la] abundancia	abundance	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
0bztz4k6hl	[la] ausencia	absence	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
kofhrlar9b	[la] circunstancia	circumstance	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
y426oxqcyc	[la] consecuencia	consequence	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
7b45x2pc78	[la] creencia	the belief	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
xb472n003b	[la] diferencia	difference	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
ayau0sgeq7	[la] distancia	distance	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
8ndkxjyr8a	[la] elegancia	elegance	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
drst4ar6kz	[la] evidencia	evidence	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
n5fxf1nj7g	[la] excelencia	excellence	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
cshtvn6kwm	[la] experiencia	experience	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
6zv7gcixac	[la] ignorancia	ignorance	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
j6m2n8tuy3	[la] importancia	importance	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
savje2u82z	[la] impotencia (falta de poder)	powerlessness	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
y80ap26ri1	[la] influencia	influence	reference	topic:abstract-encia-ancia-1	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
ldr4e40ll4	[la] instancia	instance	reference	topic:abstract-encia-ancia-2	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
zvx8c9mq5w	[la] inteligencia	intelligence	reference	topic:abstract-encia-ancia-2	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
wy3zgc5fm8	[la] paciencia	patience	reference	topic:abstract-encia-ancia-2	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
cai8r18zg7	[la] preferencia	preference	reference	topic:abstract-encia-ancia-2	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
ttkskn92b3	[la] presencia	presence	reference	topic:abstract-encia-ancia-2	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
byraq79ac6	[la] relevancia	relevance	reference	topic:abstract-encia-ancia-2	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
zu6i0ca94w	[la] tolerancia	tolerance	reference	topic:abstract-encia-ancia-2	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
x8tys64sra	[la] vigilancia	vigilance	reference	topic:abstract-encia-ancia-2	Subtopic split (size rule): topic:abstract-quality (196) split by suffix pattern.
15fu5msx3d	[la] suposición	assumption	reference	topic:abstract-cion-sion	Subtopic split (size rule).
5gxl8dnxws	[la] situación	situation	reference	topic:abstract-cion-sion	Subtopic split (size rule).
zkvpk7tgr8	[la] acción	action	reference	topic:abstract-cion-sion	Subtopic split (size rule).
zb5iz6a5pe	[la] explicación	explanation	reference	topic:abstract-cion-sion	Subtopic split (size rule).
jpo875v8k4	[la] organización	organization	reference	topic:abstract-cion-sion	Subtopic split (size rule).
a2v8lx8vep	[la] producción	production	reference	topic:abstract-cion-sion	Subtopic split (size rule).
e22fyvojnc	[la] traducción	translation	reference	topic:abstract-cion-sion	Subtopic split (size rule).
em9j4l7sju	[la] información	information	reference	topic:abstract-cion-sion	Subtopic split (size rule).
auz2fftxbw	[la] confusión	confusion	reference	topic:abstract-cion-sion	Subtopic split (size rule).
1gw35vc6y0	[la] decisión	decision	reference	topic:abstract-cion-sion	Subtopic split (size rule).
ykf0k0dtb0	[la] discusión	discussion	reference	topic:abstract-cion-sion	Subtopic split (size rule).
o2wtwr7dbx	[la] división	division	reference	topic:abstract-cion-sion	Subtopic split (size rule).
gse61poi2m	[la] conclusión	conclusion	reference	topic:abstract-cion-sion	Subtopic split (size rule).
vdacibaynz	[la] expresión	expression	reference	topic:abstract-cion-sion	Subtopic split (size rule).
j0xnn398g6	[la] versión	version	reference	topic:abstract-cion-sion	Subtopic split (size rule).
g2nzrxh5ae	[la] necesidad	the need	reference	topic:abstract-dad-tud	Subtopic split (size rule).
vuc6ucpw1t	[la] altitud	altitude	reference	topic:abstract-dad-tud	Subtopic split (size rule).
06j4vt3qo9	[la] actitud	attitude	reference	topic:abstract-dad-tud	Subtopic split (size rule).
fsdfrurxc8	[la] aptitud	aptitude	reference	topic:abstract-dad-tud	Subtopic split (size rule).
rrfkddhv71	[la] multitud	multitude	reference	topic:abstract-dad-tud	Subtopic split (size rule).
0dl4m98bvn	[la] longitud	longitude	reference	topic:abstract-dad-tud	Subtopic split (size rule).
zuk75f16uj	[la] latitud	latitude	reference	topic:abstract-dad-tud	Subtopic split (size rule).
p3rjqls2m5	[la] gratitud	gratitude	reference	topic:abstract-dad-tud	Subtopic split (size rule).
rmlknzfo8g	[la] posibilidad	possibility	reference	topic:abstract-dad-tud	Subtopic split (size rule).
jd5jg6wx6v	[la] probabilidad	probability	reference	topic:abstract-dad-tud	Subtopic split (size rule).
uurh7i9ykr	[la] seguridad	security	reference	topic:abstract-dad-tud	Subtopic split (size rule).
o8ol2ar9h7	[la] comunidad	community	reference	topic:abstract-dad-tud	Subtopic split (size rule).
1amptqkvwv	[la] disponibilidad	availability	reference	topic:abstract-dad-tud	Subtopic split (size rule).
8i4pvwrh3c	[la] humanidad	humanity	reference	topic:abstract-dad-tud	Subtopic split (size rule).
ngu4uuo5wj	[la] sensibilidad	sensitivity	reference	topic:abstract-dad-tud	Subtopic split (size rule).
21ieglmh64	[la] identidad	identity	reference	topic:abstract-dad-tud	Subtopic split (size rule).
1lw31azha8	[la] sociedad	society	reference	topic:abstract-dad-tud	Subtopic split (size rule).
2skg15ncs8	[la] calidad	quality	reference	topic:abstract-dad-tud	Subtopic split (size rule).
1d4wdwn3hx	[la] prioridad	priority	reference	topic:abstract-dad-tud	Subtopic split (size rule).
eqn1fdvots	[la] actividad	activity	reference	topic:abstract-dad-tud	Subtopic split (size rule).
pisgbls4zr	[la] diversidad	diversity	reference	topic:abstract-dad-tud	Subtopic split (size rule).
