9dultormoy	topic:date	retired — consolidated into topic:time
0j3b8dq5ol	topic:date	retired — consolidated into topic:time
i9xzj22sh8	topic:date	retired — consolidated into topic:time
7cm192p84m	topic:date	retired — consolidated into topic:time
q9tuqos4be	topic:date	retired — consolidated into topic:time
jwz58gd92h	topic:date	retired — consolidated into topic:time
kpscphg0bi	topic:date	retired — consolidated into topic:time
1y17lp2kym	topic:date	retired — consolidated into topic:time
4vqpc9njvy	topic:date	retired — consolidated into topic:time
rf7wttxz5x	topic:date	retired — consolidated into topic:time
uklvuftocv	topic:date	retired — consolidated into topic:time
ozs312yyzn	topic:date	retired — consolidated into topic:time
b5bellazox	topic:date	retired — consolidated into topic:time
dmds1ataaw	topic:date	retired — consolidated into topic:time
z4zh0vz9g7	topic:date	retired — consolidated into topic:time
vdmuuz7ozq	topic:date	retired — consolidated into topic:time
iv25rev3nx	topic:date	retired — consolidated into topic:time
9q7ietsmy0	topic:date	retired — consolidated into topic:time
up01db9skk	topic:date	retired — consolidated into topic:time
dtrbrlnt7k	topic:date	retired — consolidated into topic:time
hwpige4nqc	topic:date	retired — consolidated into topic:time
ntzn66pmxo	topic:date	retired — consolidated into topic:time
uqb2qipaq0	topic:date	retired — consolidated into topic:time
0nw2v2tg59	topic:date	retired — consolidated into topic:time
8t5gcxfjja	topic:date	retired — consolidated into topic:time
1l248n0d9p	topic:date	retired — consolidated into topic:time
hszvzaxmcv	topic:date	retired — consolidated into topic:time
ywmu9udgpo	topic:date	retired — consolidated into topic:time
dicbiznsu7	topic:date	retired — consolidated into topic:time
0wlhrfyp5n	topic:date	retired — consolidated into topic:time
6uqtv5ndip	topic:date	retired — consolidated into topic:time
9o6a4s1b8r	topic:date	retired — consolidated into topic:time
b873sqi6dn	topic:date	retired — consolidated into topic:time
tjcqfkkqiu	topic:date	retired — consolidated into topic:time
wyiqfycbnf	topic:date	retired — consolidated into topic:time
zx0826h1su	topic:date	retired — consolidated into topic:time
9xwjaxx2ka	topic:date	retired — consolidated into topic:time
bfnuu0ozjx	topic:date	retired — consolidated into topic:time
t6wkqhpm57	topic:date	retired — consolidated into topic:time
eoj808qjm7	topic:date	retired — consolidated into topic:time
t4ckxs8du4	topic:date	retired — consolidated into topic:time
aprfxkmesv	topic:date	retired — consolidated into topic:time
fv9twzk5vu	topic:date	retired — consolidated into topic:time
oljrncfcgu	topic:date	retired — consolidated into topic:time
4j4cet6jrx	topic:date	retired — consolidated into topic:time
4d3heb4mbq	topic:date	retired — consolidated into topic:time
d9ku6sypzb	topic:date	retired — consolidated into topic:time
qy8dbta3g5	topic:date	retired — consolidated into topic:time
w7v1xbofeh	topic:date	retired — consolidated into topic:time
v8mzz6qkky	topic:date	retired — consolidated into topic:time
fav0tspprb	topic:date	retired — consolidated into topic:time
3zrpmgzhu0	topic:date	retired — consolidated into topic:time
qtu26s1v80	topic:date	retired — consolidated into topic:time
i854uf9zga	topic:date	retired — consolidated into topic:time
jccwif5bru	topic:date	retired — consolidated into topic:time
hiy3ohj2u3	topic:date	retired — consolidated into topic:time
k5y9psummq	topic:date	retired — consolidated into topic:time
kp1yf7bp6y	topic:date	retired — consolidated into topic:time
kpgve97xvk	topic:date	retired — consolidated into topic:time
myxgwcbh32	topic:date	retired — consolidated into topic:time
75fnqpigxy	topic:date	retired — consolidated into topic:time
8tpyd0qe5n	topic:date	retired — consolidated into topic:time
i92vaq4f3x	topic:date	retired — consolidated into topic:time
r97jh0nzir	topic:date	retired — consolidated into topic:time
6vgdzpegua	topic:date	retired — consolidated into topic:time
7cm192p84m	topic:days-of-the-week	retired — consolidated into topic:time
kpscphg0bi	topic:days-of-the-week	retired — consolidated into topic:time
b5bellazox	topic:days-of-the-week	retired — consolidated into topic:time
dmds1ataaw	topic:days-of-the-week	retired — consolidated into topic:time
vdmuuz7ozq	topic:days-of-the-week	retired — consolidated into topic:time
dtrbrlnt7k	topic:days-of-the-week	retired — consolidated into topic:time
hwpige4nqc	topic:days-of-the-week	retired — consolidated into topic:time
mac4komrt9	topic:clock-time	retired — consolidated into topic:time
ceyrr3ohg9	topic:clock-time	retired — consolidated into topic:time
7irrsf9sy8	topic:clock-time	retired — consolidated into topic:time
4uh4nkfock	topic:clock-time	retired — consolidated into topic:time
3d0ts98lfb	topic:clock-time	retired — consolidated into topic:time
shzp9wzrxq	topic:clock-time	retired — consolidated into topic:time
ojgir22avr	topic:clock-time	retired — consolidated into topic:time
isv86hh4tc	topic:clock-time	retired — consolidated into topic:time
05558aoht5	topic:clock-time	retired — consolidated into topic:time
0n9qw60q58	topic:time-and-tense	retired — consolidated into topic:time
7mjxt0orjk	topic:time-and-tense	retired — consolidated into topic:time
qlkvt2tkf2	topic:time-and-tense	retired — consolidated into topic:time
ucz5g070t5	topic:time-and-tense	retired — consolidated into topic:time
8n1lf1difn	topic:time-and-tense	retired — consolidated into topic:time
v9yz4wf0xk	topic:time-and-tense	retired — consolidated into topic:time
a980sdxliv	topic:time-unit	retired — consolidated into topic:time
k5lmf4gy2r	topic:time-unit	retired — consolidated into topic:time
dqtov5ojkf	topic:time-unit	retired — consolidated into topic:time
bzq7n9ygg0	topic:continuous-period	retired — consolidated into topic:time
0nfltazrdk	topic:continuous-period	retired — consolidated into topic:time
ulnbxqnhk3	topic:repeated-period	retired — consolidated into topic:time
t5atviywgi	topic:repeated-period	retired — consolidated into topic:time
kdt4ocawe0	topic:appointment	retired — consolidated into topic:business-work
f8j54x3ds4	topic:appointment	retired — consolidated into topic:business-work
l1mjp8ohc0	topic:work	retired — consolidated into topic:business-work
jpaidkfhw8	topic:work	retired — consolidated into topic:business-work
wn89ieh7zn	topic:work	retired — consolidated into topic:business-work
mjhkt6xk7p	topic:work	retired — consolidated into topic:business-work
qz9uttqvu2	topic:money	retired — consolidated into topic:money-business
dvjojvxntx	topic:money	retired — consolidated into topic:money-business
ujl7eyvp2d	topic:money	retired — consolidated into topic:money-business
l71bpvl4t0	topic:money	retired — consolidated into topic:money-business
pvep99mzux	topic:money	retired — consolidated into topic:money-business
le4iu71rle	topic:money	retired — consolidated into topic:money-business
gs1i2tjs8s	topic:money	retired — consolidated into topic:money-business
mc2zmo0zzw	topic:money	retired — consolidated into topic:money-business
m8g7uv9h3o	topic:electricity	retired — consolidated into topic:everyday-objects
wwclre1oia	topic:electricity	retired — consolidated into topic:everyday-objects
wlwwmr6d11	topic:electricity	retired — consolidated into topic:everyday-objects
wwclre1oia	topic:power-outage	retired — consolidated into topic:everyday-objects
wlwwmr6d11	topic:power-outage	retired — consolidated into topic:everyday-objects
i6a8ckszic	topic:nature-animals	retired — consolidated into topic:everyday-objects
zeylh1i5dd	topic:nature-animals	retired — consolidated into topic:everyday-objects
4q0ysfswb4	topic:location-expression	retired — consolidated into topic:location
3j18tf1yhr	topic:location-expression	retired — consolidated into topic:location
4240qxyqxs	topic:location-expression	retired — consolidated into topic:location
0bxkcfqexz	topic:location-expression	retired — consolidated into topic:location
jlm6vadinl	topic:location-expression	retired — consolidated into topic:location
3z3dcdm7iy	topic:location-expression	retired — consolidated into topic:location
itbjcq4mo3	topic:location-expression	retired — consolidated into topic:location
kksqx3dkat	topic:compound-direction	retired — consolidated into topic:direction
aii015es8t	topic:compound-direction	retired — consolidated into topic:direction
9y4b59khkm	topic:compound-direction	retired — consolidated into topic:direction
4xm3qsk01l	topic:compound-direction	retired — consolidated into topic:direction
wl72zn36ht	topic:extreme-relative-position	retired — consolidated into topic:direction
h06ev5xh76	topic:extreme-relative-position	retired — consolidated into topic:direction
9tllzw4mwd	topic:extreme-relative-position	retired — consolidated into topic:direction
6axjf3o9tu	topic:extreme-relative-position	retired — consolidated into topic:direction
t9r1fus19d	topic:transport	retired — consolidated into topic:transportation
ggqsaeyv8u	topic:transport	retired — consolidated into topic:transportation
9ydqb8w1ak	topic:transport	retired — consolidated into topic:transportation
bijorvfnjq	topic:transport	retired — consolidated into topic:transportation
6oqdoh7ax7	topic:media	retired — consolidated into topic:media-communication
aq5xocbm7o	topic:media	retired — consolidated into topic:media-communication
4gnnj2lqzl	topic:media	retired — consolidated into topic:media-communication
dh16jcovbo	topic:device	retired — consolidated into topic:technology
icqfdrme98	topic:device	retired — consolidated into topic:technology
of2xl1evmv	topic:machine	retired — consolidated into topic:technology
36f58l84gt	topic:machine	retired — consolidated into topic:technology
i0ry42yzcl	topic:delivery	retired — consolidated into topic:food
ka5uny00ga	topic:delivery	retired — consolidated into topic:food
468rurvzg1	topic:travel	retired — consolidated into topic:sports-recreation
xhqmbm1djm	topic:travel	retired — consolidated into topic:sports-recreation
ionvi8pijp	topic:law	retired — consolidated into topic:crime-law
bmkvnwzmvw	topic:law	retired — consolidated into topic:crime-law
wyjcbhrfe4	topic:law	retired — consolidated into topic:crime-law
b4j9ji5u4s	topic:classroom-language	retired — consolidated into topic:social-expression
m83xfkgld1	topic:greeting	retired — consolidated into topic:social-expression
oi3ndfk0qf	topic:story	retired — tiny/incoherent bucket, row already has adequate classification via es:/en:/construction: facets
bz9j3yr4at	topic:story	retired — tiny/incoherent bucket, row already has adequate classification via es:/en:/construction: facets
vjzoqo7829	topic:resources	retired — tiny/incoherent bucket, row already has adequate classification via es:/en:/construction: facets
0ubq3z55bc	topic:resources	retired — tiny/incoherent bucket, row already has adequate classification via es:/en:/construction: facets
