03cqmjtz6k	cien	one hundred	supporting	audit:reviewed	Audit: fine as-is.		
ctd9xdzidv	mil	one thousand	supporting	audit:reviewed	Audit: fine as-is.		
sg0mhmy1g3	dos	two	core	audit:reviewed	Audit: fine as-is.		
916fz6l1gh	tres	three	core	audit:reviewed	Audit: fine as-is.		
sj02ormmtw	cuatro	four	supporting	audit:reviewed	Audit: fine as-is.		
wt98samedo	cinco	five	supporting	audit:reviewed	Audit: fine as-is.		
oy8v5zvn8b	seis	six	supporting	audit:reviewed	Audit: fine as-is.		
51gbegi9xv	siete	seven	supporting	audit:reviewed	Audit: fine as-is.		
qakubdvxn4	ocho	eight	supporting	audit:reviewed	Audit: fine as-is.		
8kk62n54ek	nueve	nine	supporting	audit:reviewed	Audit: fine as-is.		
2rx2xhdh4h	diez	ten	supporting	audit:reviewed	Audit: fine as-is.		
jv6ldncrer	once	eleven	supporting	audit:reviewed	Audit: fine as-is.		
g04obyf6c6	doce	twelve	supporting	audit:reviewed	Audit: fine as-is.		
2595sz61k6	trece	thirteen	supporting	audit:reviewed	Audit: fine as-is.		
zxxuc9rbeo	catorce	fourteen	supporting	audit:reviewed	Audit: fine as-is.		
81mkho1vkn	quince	fifteen	supporting	audit:reviewed	Audit: fine as-is.		
feji8uhi1z	dieciséis	sixteen	supporting	audit:reviewed	Audit: fine as-is.		
262y5pq2yi	diecisiete	seventeen	supporting	audit:reviewed	Audit: fine as-is.		
051wgcuarr	dieciocho	eighteen	supporting	audit:reviewed	Audit: fine as-is.		
renlsnx9th	diecinueve	nineteen	supporting	audit:reviewed	Audit: fine as-is.		
vv3m29x1n3	veinte	twenty	supporting	audit:reviewed	Audit: fine as-is.		
d3js97oguz	treinta	thirty	supporting	audit:reviewed	Audit: fine as-is.		
6i07a6cfgd	cuarenta	forty	supporting	audit:reviewed	Audit: fine as-is.		
887il2wd8y	cincuenta	fifty	supporting	audit:reviewed	Audit: fine as-is.		
ezhc4jm343	sesenta	sixty	supporting	audit:reviewed	Audit: fine as-is.		
bhyg7mtanw	setenta	seventy	supporting	audit:reviewed	Audit: fine as-is.		
bdzltbyuwl	ochenta	eighty	supporting	audit:reviewed	Audit: fine as-is.		
pdr584zg3c	noventa	ninety	supporting	audit:reviewed	Audit: fine as-is.		
sdy4rgtwmm	un millón	one million	reference	audit:reviewed	Audit: fine as-is.		
